agent_type,placement_method,game_id,agent_won,turns,agent_hits,player_hits,agent_sunk,player_sunk
random,clustered,50,true,99,17,15,5,3
random,clustered,51,false,97,16,17,4,5
random,clustered,52,true,95,17,15,5,3
random,clustered,53,false,95,16,17,4,5
random,clustered,54,false,93,16,17,4,5
random,clustered,55,true,92,17,15,5,3
random,clustered,56,false,95,16,17,4,5
random,clustered,57,false,94,16,17,4,5
random,clustered,58,true,95,17,13,5,2
random,clustered,59,false,97,16,17,4,5
random,clustered,60,true,95,17,16,5,4
random,clustered,61,true,94,17,15,5,3
random,clustered,62,true,98,17,16,5,4
random,clustered,63,false,97,16,17,4,5
random,clustered,64,false,95,15,17,4,5
random,clustered,65,true,100,17,16,5,4
random,clustered,66,true,92,17,15,5,3
random,clustered,67,true,96,17,16,5,4
random,clustered,68,false,88,16,17,4,5
random,clustered,69,true,99,17,16,5,4
random,clustered,70,false,94,15,17,3,5
random,clustered,71,true,86,17,15,5,3
random,clustered,72,true,97,17,16,5,4
random,clustered,73,true,97,17,16,5,4
random,clustered,74,false,98,16,17,4,5
random,clustered,75,false,91,15,17,3,5
random,clustered,76,true,98,17,16,5,4
random,clustered,77,false,97,16,17,4,5
random,clustered,78,false,85,14,17,2,5
random,clustered,79,true,88,17,15,5,3
random,clustered,80,false,97,16,17,4,5
random,clustered,81,false,94,15,17,3,5
random,clustered,82,true,98,17,16,5,4
random,clustered,83,true,85,17,16,5,4
random,clustered,84,true,97,17,16,5,4
random,clustered,85,false,72,13,17,2,5
random,clustered,86,true,93,17,16,5,4
random,clustered,87,false,89,16,17,4,5
random,clustered,88,false,92,14,17,2,5
random,clustered,89,false,96,16,17,4,5
random,clustered,90,true,98,17,16,5,4
random,clustered,91,true,83,17,16,5,4
random,clustered,92,true,93,17,15,5,4
random,clustered,93,false,92,15,17,3,5
random,clustered,94,false,87,15,17,3,5
random,clustered,95,true,96,17,16,5,4
random,clustered,96,false,79,15,17,3,5
random,clustered,97,false,90,16,17,4,5
random,clustered,98,false,85,16,17,4,5
random,clustered,99,false,92,15,17,3,5
random,quadrant,0,false,95,15,17,4,5
random,quadrant,1,true,98,17,16,5,4
random,quadrant,2,false,97,16,17,4,5
random,quadrant,3,true,93,17,14,5,3
random,quadrant,4,false,96,15,17,3,5
random,quadrant,5,false,94,16,17,4,5
random,quadrant,6,false,90,14,17,3,5
random,quadrant,7,true,98,17,16,5,4
random,quadrant,8,false,83,13,17,2,5
random,quadrant,9,true,89,17,15,5,3
random,quadrant,10,false,97,16,17,4,5
random,quadrant,11,false,89,16,17,4,5
random,quadrant,12,false,98,16,17,4,5
random,quadrant,13,true,92,17,15,5,3
random,quadrant,14,true,93,17,16,5,4
random,quadrant,15,true,99,17,16,5,4
random,quadrant,16,false,97,15,17,4,5
random,quadrant,17,false,91,14,17,3,5
random,quadrant,18,false,96,16,17,4,5
random,quadrant,19,false,83,15,17,4,5
random,quadrant,20,false,94,16,17,4,5
random,quadrant,21,true,93,17,13,5,2
random,quadrant,22,true,96,17,16,5,4
random,quadrant,23,true,88,17,14,5,3
random,quadrant,24,false,92,15,17,3,5
random,quadrant,25,true,97,17,16,5,4
random,quadrant,26,true,97,17,16,5,4
random,quadrant,27,false,88,16,17,4,5
random,quadrant,28,false,94,15,17,4,5
random,quadrant,29,false,96,16,17,4,5
random,quadrant,30,false,95,16,17,4,5
random,quadrant,31,true,89,17,15,5,3
random,quadrant,32,true,96,17,16,5,4
random,quadrant,33,true,98,17,16,5,4
random,quadrant,34,false,96,14,17,2,5
random,quadrant,35,true,98,17,15,5,3
random,quadrant,36,true,93,17,16,5,4
random,quadrant,37,true,97,17,16,5,4
random,quadrant,38,false,99,16,17,4,5
random,quadrant,39,true,92,17,13,5,2
random,quadrant,40,true,89,17,12,5,0
random,quadrant,41,true,92,17,16,5,4
random,quadrant,42,false,94,14,17,2,5
random,quadrant,43,false,89,15,17,3,5
random,quadrant,44,false,88,14,17,3,5
random,quadrant,45,true,90,17,16,5,4
random,quadrant,46,true,90,17,15,5,4
random,quadrant,47,true,96,17,16,5,4
random,quadrant,48,true,93,17,15,5,3
random,quadrant,49,false,88,15,17,3,5
random,quadrant,50,true,84,17,16,5,4
random,quadrant,51,true,96,17,16,5,4
random,quadrant,52,true,97,17,16,5,4
random,quadrant,53,false,97,16,17,4,5
random,quadrant,54,false,87,14,17,2,5
random,quadrant,55,false,99,16,17,4,5
random,quadrant,56,true,97,17,16,5,4
random,quadrant,57,true,98,17,16,5,4
random,quadrant,58,true,96,17,15,5,3
random,quadrant,59,true,96,17,16,5,4
random,quadrant,60,true,96,17,15,5,4
random,quadrant,61,false,94,15,17,3,5
random,quadrant,62,true,96,17,15,5,3
random,quadrant,63,true,95,17,16,5,4
random,quadrant,64,true,89,17,13,5,2
random,quadrant,65,true,97,17,16,5,4
random,quadrant,66,true,89,17,15,5,3
random,quadrant,67,false,95,16,17,4,5
random,quadrant,68,true,98,17,16,5,4
random,quadrant,69,false,91,16,17,4,5
random,quadrant,70,true,91,17,15,5,3
random,quadrant,71,false,97,16,17,4,5
random,quadrant,72,false,96,16,17,4,5
random,quadrant,73,false,88,15,17,3,5
random,quadrant,74,false,98,16,17,4,5
random,quadrant,75,true,99,17,16,5,4
random,quadrant,76,true,94,17,16,5,4
random,quadrant,77,true,96,17,16,5,4
random,quadrant,78,true,99,17,16,5,4
random,quadrant,79,true,95,17,16,5,4
random,quadrant,80,false,96,15,17,3,5
random,quadrant,81,false,98,16,17,4,5
random,quadrant,82,true,84,17,12,5,2
random,quadrant,83,false,89,15,17,4,5
random,quadrant,84,true,97,17,15,5,3
random,quadrant,85,true,91,17,15,5,4
random,quadrant,86,false,96,16,17,4,5
random,quadrant,87,true,91,17,14,5,2
random,quadrant,88,true,93,17,16,5,4
random,quadrant,89,true,90,17,15,5,3
random,quadrant,90,false,96,16,17,4,5
random,quadrant,91,true,89,17,15,5,3
random,quadrant,92,true,100,17,16,5,4
random,quadrant,93,false,91,15,17,4,5
random,quadrant,94,false,98,16,17,4,5
random,quadrant,95,false,88,13,17,2,5
random,quadrant,96,false,98,16,17,4,5
random,quadrant,97,false,96,16,17,4,5
random,quadrant,98,false,97,16,17,4,5
random,quadrant,99,false,92,15,17,4,5
